SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLAR PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MSL,LATITUDE,LONGITUDE
PAST SALE,Single Family Residential,5692 NW 131st Ave,Portland,OR,97229,795000,5,3,NW Washington Co or Sauvie Island,3601,5662,2015,1093,221,50,Sold,http://www.redfin.com/OR/Portland/5692-NW-131st-Ave-97229/home/101101819,RMLS,18213448,45.5606789,-122.8118377
PAST SALE,Single Family Residential,14691 SW 163rd Ave,Tigard,OR,97224,570000,4,2.5,BULL MOUNTAIN,2581,5662,2007,324,221,130,Sold,http://www.redfin.com/OR/Tigard/14691-SW-163rd-Ave-97224/home/26734430,RMLS,20105557,45.4136501,-122.8448793
PAST SALE,Townhouse,1814 NW 28th Ave,Portland,OR,97210,876250,3,2.5,Corbett/Lair Hill,2041,871,1993,47,429,400,Sold,http://www.redfin.com/OR/Portland/1814-NW-28th-Ave-97210/home/26491195,RMLS,21615156,45.535646,-122.7085881
PAST SALE,Single Family Residential,4604 NW Corazon Ter,Portland,OR,97229,555000,4,2.5,NW Washington Co or Sauvie Island,2630,3484,2004,437,211,21,Sold,http://www.redfin.com/OR/Portland/4604-NW-Corazon-Ter-97229/home/25783711,RMLS,20535418,45.5529,-122.8079984
PAST SALE,Single Family Residential,9409 NE Gertz Ct,Portland,OR,97211,227900,2,1,EAST COLUMBIA,737,4791,1944,1416,309,80,Sold,http://www.redfin.com/OR/Portland/9409-NE-Gertz-Ct-97211/home/25754280,RMLS,17640471,45.5918449,-122.6658156
PAST SALE,Single Family Residential,17560 SE Paradise Dr,Milwaukie,OR,97267,381400,3,2,Costalotta,1376,8712,1981,1450,277,8,Sold,http://www.redfin.com/OR/Milwaukie/17560-SE-Paradise-Dr-97267/home/25811617,RMLS,17319414,45.39619,-122.6228068
PAST SALE,Single Family Residential,6925 SW Barbara Ln,Tigard,OR,97223,620000,3,2.5,WASHINGTON SQUARE ESTATES,2362,10454,1977,359,262,8,Sold,http://www.redfin.com/OR/Tigard/6925-SW-Barbara-Ln-97223/home/26725489,RMLS,20332347,45.4501955,-122.7483862
PAST SALE,Single Family Residential,12599 NW Forest Spring Ln,Portland,OR,97229,515000,3,2.5,NW Washington Co or Sauvie Island,2271,3920,2002,899,227,20,Sold,http://www.redfin.com/OR/Portland/12599-NW-Forest-Spring-Ln-97229/home/26710920,RMLS,18021426,45.5509442,-122.8070419
PAST SALE,Townhouse,10442 SW Taylor St,Portland,OR,97225,443000,3,2.5,"Portland West, Raleigh Hills",1900,1306,2004,1352,233,254,Sold,http://www.redfin.com/OR/Portland/10442-SW-Taylor-St-97225/home/26717593,RMLS,17396192,45.5153851,-122.7842628
PAST SALE,Single Family Residential,3022 NW 109th Ter,Portland,OR,97229,665000,4,2.5,NW Washington Co or Sauvie Island,2700,5227,2005,375,246,19,Sold,http://www.redfin.com/OR/Portland/3022-NW-109th-Ter-97229/home/25799119,RMLS,20073998,45.5416255,-122.7886979
PAST SALE,Single Family Residential,15721 SE Hawk Ct,Portland,OR,97236,444900,4,2.5,Portland Southeast,2037,5662,2003,284,218,4,Sold,http://www.redfin.com/OR/Portland/15721-SE-Hawk-Ct-97236/home/26542223,RMLS,20266362,45.4681444,-122.5011544
PAST SALE,Single Family Residential,11335 NW Kimble Ct,Portland,OR,97229,599000,5,3.5,NW Washington Co or Sauvie Island,3567,3049,2006,837,168,64,Sold,http://www.redfin.com/OR/Portland/11335-NW-Kimble-Ct-97229/home/25812708,RMLS,19434278,45.5377601,-122.7930338
PAST SALE,Single Family Residential,9725 SW Ventura Ct,Tigard,OR,97223,559000,4,2,"Tigard, Tualatin, Sherwood, Wilsonville",2886,9147,1977,424,194,9,Sold,http://www.redfin.com/OR/Tigard/9725-SW-Ventura-Ct-97223/home/25794238,RMLS,20440821,45.4502084,-122.7478354
PAST SALE,Single Family Residential,1306 NW 114th Ave,Portland,OR,97229,715000,4,2.5,NW Washington Co or Sauvie Island,2945,7840,2010,683,243,18,Sold,http://www.redfin.com/OR/Portland/1306-NW-114th-Ave-97229/home/26651829,RMLS,19158521,45.5287923,-122.7945615
PAST SALE,Townhouse,421 NE Suttle Rd,Portland,OR,97211,285000,3,2.5,Portland Northeast,1559,1742,2004,1569,183,8,Sold,http://www.redfin.com/OR/Portland/421-NE-Suttle-St-97211/home/25840324,RMLS,17600364,45.6007881,-122.6613177
PAST SALE,Single Family Residential,6451 NW Wenmarie Dr,Portland,OR,97229,445000,3,2.5,NW Washington Co or Sauvie Island,1480,3049,1999,302,301,58,Sold,http://www.redfin.com/OR/Portland/6451-NW-Wenmarie-Dr-97229/home/26638343,RMLS,20215707,45.5660911,-122.8273648
PAST SALE,Single Family Residential,9292 SW Claridge Dr,Tigard,OR,97223,435000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1636,7405,1994,898,266,40,Sold,http://www.redfin.com/OR/Tigard/9292-SW-Claridge-Dr-97223/home/26696941,RMLS,19156809,45.4530051,-122.7682446
PAST SALE,Single Family Residential,11877 NW Cedar Ct,Portland,OR,97229,630000,5,3,Cedar Park West/Cedar Mill,3216,4791,2016,736,196,30,Sold,http://www.redfin.com/OR/Portland/11877-NW-Cedar-Ct-97229/home/112776020,RMLS,19236643,45.5356268,-122.7990669
PAST SALE,Townhouse,6410 S Virginia Ave,Portland,OR,97239,555000,2,2.5,John's Landing,1470,1742,1990,18,378,47,Sold,http://www.redfin.com/OR/Portland/6410-S-Virginia-Ave-97239/home/25848927,RMLS,21410536,45.477756,-122.673545
PAST SALE,Single Family Residential,14848 NW Yellowberry Way,Portland,OR,97229,570000,4,3,NW Washington Co or Sauvie Island,2565,6098,1999,416,222,12,Sold,http://www.redfin.com/OR/Portland/14848-NW-Yellowberry-Way-97229/home/25793257,RMLS,20156236,45.5647075,-122.8299948
PAST SALE,Single Family Residential,1402 SW Medwyn Ter,Portland,OR,97219,725000,4,2.5,"Portland West, Raleigh Hills",3198,11761,2007,1741,227,23,Sold,http://www.redfin.com/OR/Portland/1402-SW-Medwyn-Ter-97219/home/25750351,RMLS,16006342,45.4567082,-122.6929657
PAST SALE,Single Family Residential,9358 SW Chopin Ln,Portland,OR,97225,610000,3,2.5,"Portland West, Raleigh Hills",2567,3484,2016,835,238,77,Sold,http://www.redfin.com/OR/Portland/9358-SW-Chopin-Ln-97225/home/101102303,RMLS,19114076,45.5126615,-122.7730454
PAST SALE,Townhouse,16125 NW Fescue Ct,Portland,OR,97229,452500,4,3,NW Washington Co or Sauvie Island,1832,871,2000,36,247,252,Sold,http://www.redfin.com/OR/Portland/16125-NW-Fescue-Ct-97229/home/26705770,RMLS,21637244,45.5647619,-122.8423902
PAST SALE,Townhouse,4656 NW Huserik Dr,Portland,OR,97229,477000,2,2.5,NW Washington Co or Sauvie Island,1697,3920,1998,108,281,272,Sold,http://www.redfin.com/OR/Portland/4656-NW-Huserik-Dr-97229/home/26667010,RMLS,21302043,45.5534109,-122.830431
PAST SALE,Single Family Residential,14920 SW Peachtree Dr,Tigard,OR,97224,610000,4,2.5,MOUNTAIN GATE/BULL MOUNTAIN,3358,9147,1988,871,182,7,Sold,http://www.redfin.com/OR/Tigard/14920-SW-Peachtree-Dr-97224/home/25839153,RMLS,19355466,45.4120233,-122.817411
PAST SALE,Townhouse,2232 SE 76th Ave,Portland,OR,97215,440000,4,2.5,MT TABOR/MONTAVILLA,2208,2613,2006,855,199,100,Sold,http://www.redfin.com/OR/Portland/2232-SE-76th-Ave-97215/home/26445938,RMLS,18362577,45.5067694,-122.5851517
PAST SALE,Single Family Residential,8129 SE 141st Ave,Portland,OR,97236,419000,3,2,Portland Southeast,1500,6969,2001,414,279,17,Sold,http://www.redfin.com/OR/Portland/8129-SE-141st-Ave-97236/home/26513849,RMLS,20347890,45.4640396,-122.5187989
PAST SALE,Townhouse,7179 NW Eleanor Ave,Portland,OR,97229,388800,2,2.5,BETHANY CREEK FALLS,1214,1306,2020,159,320,270,Sold,http://www.redfin.com/OR/Portland/7179-NW-Eleanor-Ave-97229/home/144692872,RMLS,21521115,45.5723281,-122.8313258
PAST SALE,Townhouse,6868 NW 165th Ave,Portland,OR,97229,442500,4,2.5,NW Washington Co or Sauvie Island,1922,2613,2014,855,230,190,Sold,http://www.redfin.com/OR/Portland/6868-NW-165th-Ave-97229/home/54836111,RMLS,19606269,45.5689606,-122.8468124
PAST SALE,Townhouse,4887 NW Blandy Ter,Portland,OR,97229,360000,3,2.5,Arbor Park,1559,1742,2006,1471,231,161,Sold,http://www.redfin.com/OR/Portland/4887-NW-Blandy-Ter-97229/home/25741151,RMLS,17459873,45.5552,-122.8416075
PAST SALE,Townhouse,16228 NW Fescue Ct Unit End,Portland,OR,97229,373500,3,2.5,NW Washington Co or Sauvie Island,1576,3049,2001,380,237,250,Sold,http://www.redfin.com/OR/Portland/16228-NW-Fescue-Ct-97229/unit-End/home/146429025,RMLS,20300882,45.5641559,-122.8441091
PAST SALE,Single Family Residential,11895 SW Foothill Dr,Portland,OR,97225,555000,5,3,"Beaverton, Aloha",2210,9147,1958,1083,251,12,Sold,http://www.redfin.com/OR/Portland/11895-SW-Foothill-Dr-97225/home/26619140,RMLS,18337651,45.5108325,-122.7988556
PAST SALE,Townhouse,1235 N Morgan St,Portland,OR,97217,399000,2,2.5,ARBOR LODGE/KENTON,1039,871,2016,492,384,179,Sold,http://www.redfin.com/OR/Portland/1235-N-Morgan-St-97217/home/105495135,RMLS,20610379,45.574609,-122.6795744
PAST SALE,Townhouse,6764 NW 163rd Ave,Portland,OR,97229,422500,3,2.5,NW Washington Co or Sauvie Island,1772,2613,2014,747,238,201,Sold,http://www.redfin.com/OR/Portland/6764-NW-163rd-Ave-97229/home/54836275,RMLS,19382232,45.5684968,-122.8449311
PAST SALE,Single Family Residential,14339 SE Harney St,Portland,OR,97236,389900,3,2,Portland Southeast,1893,7405,1982,635,206,6,Sold,http://www.redfin.com/OR/Portland/14339-SE-Harney-St-97236/home/26625074,RMLS,19414827,45.46265,-122.5158263
PAST SALE,Single Family Residential,13497 NW Greenwood Dr,Portland,OR,97229,870000,5,3,NW Washington Co or Sauvie Island,3754,7840,2015,1101,232,125,Sold,http://www.redfin.com/OR/Portland/13497-NW-Greenwood-Dr-97229/home/65681378,RMLS,18190499,45.5608488,-122.8155821
PAST SALE,Single Family Residential,13943 NW Meadowridge Dr,Portland,OR,97229,770375,4,3.5,NW Washington Co or Sauvie Island,3488,6534,2000,767,221,27,Sold,http://www.redfin.com/OR/Portland/13943-NW-Meadowridge-Dr-97229/home/26705798,RMLS,19285344,45.5524996,-122.8205431
PAST SALE,Single Family Residential,1620 NW Caxton Ct,Portland,OR,97229,718000,5,3,"Portland West, Raleigh Hills",2770,8712,1992,1107,259,105,Sold,http://www.redfin.com/OR/Portland/1620-NW-Caxton-Ct-97229/home/26527981,RMLS,18280802,45.5350921,-122.7792139
PAST SALE,Single Family Residential,9068 SE Hamilton Ln,Happy Valley,OR,97086,625000,5,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3302,7840,2007,176,189,48,Sold,http://www.redfin.com/OR/Happy-Valley/9068-SE-Hamilton-Ln-97086/home/26083542,RMLS,20456989,45.4576954,-122.541781
PAST SALE,Townhouse,6865 NW 164th Ave,Portland,OR,97229,430000,4,2.5,NW Washington Co or Sauvie Island,1965,2613,2014,1241,219,175,Sold,http://www.redfin.com/OR/Portland/6865-NW-164th-Ave-97229/home/54836105,RMLS,18032010,45.568961,-122.8463917
PAST SALE,Single Family Residential,5582 NW 150th Ave,Portland,OR,97229,535000,3,2,WISMER RIDGE,2091,8276,1998,1817,256,12,Sold,http://www.redfin.com/OR/Portland/5582-NW-150th-Ave-97229/home/26696315,RMLS,16311721,45.560353,-122.8308554
PAST SALE,Single Family Residential,16710 NW Dublin Ct,Portland,OR,97229,515000,4,2.5,NW Washington Co or Sauvie Island,1962,7840,1995,680,262,4,Sold,http://www.redfin.com/OR/Portland/16710-NW-Dublin-Ct-97229/home/25866710,RMLS,19202671,45.5579212,-122.8493683
PAST SALE,Single Family Residential,5743 NW Lark Meadow Ter,Portland,OR,97229,490000,4,2.5,NW Washington Co or Sauvie Island,2473,4356,2006,647,198,95,Sold,http://www.redfin.com/OR/Portland/5743-NW-Lark-Meadow-Ter-97229/home/26670357,RMLS,19357235,45.5609851,-122.8540385
PAST SALE,Single Family Residential,7045 SW Ventura Dr,Tigard,OR,97223,575000,4,3,"Tigard, Tualatin, Sherwood, Wilsonville",3168,7840,1975,488,182,8,Sold,http://www.redfin.com/OR/Tigard/7045-SW-Ventura-Dr-97223/home/26703085,RMLS,20597633,45.4482662,-122.7496623
PAST SALE,Townhouse,4740 SW 2nd Ct,Portland,OR,97239,430000,2,2.5,"Portland West, Raleigh Hills",1722,1742,1998,421,250,32,Sold,http://www.redfin.com/OR/Portland/4740-SW-2nd-Ave-97239/home/26579309,RMLS,20663641,45.488656,-122.679357
PAST SALE,Single Family Residential,151 Kingsgate Rd,Lake Oswego,OR,97035,490000,2,2,"Lake Oswego, West Linn",1504,4872,1981,352,326,88,Sold,http://www.redfin.com/OR/Lake-Oswego/151-Kingsgate-Rd-97035/home/26049304,RMLS,20226707,45.4324396,-122.7293081
PAST SALE,Other,309 N Bridgeton Rd Unit B,Portland,OR,97217,239000,2,1,Portland North,755,5227,2003,116,317,300,Sold,http://www.redfin.com/OR/Portland/309-N-Bridgeton-Rd-97217/unit-B/home/114084092,RMLS,21417340,45.603123,-122.6688725
PAST SALE,Single Family Residential,13710 SW Willow Top Ln,Tigard,OR,97224,423900,3,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",2062,2613,2001,1178,206,92,Sold,http://www.redfin.com/OR/Tigard/13710-SW-Willow-Top-Ln-97224/home/26560083,RMLS,18615911,45.406186,-122.818067
PAST SALE,Single Family Residential,16774 NW Antonio St,Portland,OR,97229,559900,5,2.5,NW Washington Co or Sauvie Island,2907,3049,2016,806,193,34,Sold,http://www.redfin.com/OR/Portland/16774-NW-Antonio-St-97229/home/104416746,RMLS,19651641,45.5703966,-122.850021
PAST SALE,Single Family Residential,975 SW Delmont Ave,Portland,OR,97225,657500,4,3,"Portland West, Raleigh Hills",2912,8712,1960,393,226,12,Sold,http://www.redfin.com/OR/Portland/975-SW-Delmont-Ave-97225/home/25795676,RMLS,20077529,45.5126255,-122.7990344
MLS Listing,Single Family Residential,14882 NW Shackelford Rd,Portland,OR,97229,529000,3,2.5,Bethany Creek Falls,1593,3049,2016,1,332,117,Active,http://www.redfin.com/OR/Portland/14882-NW-Shackelford-Rd-97229/home/112775537,RMLS,21250225,45.57106,-122.83047
MLS Listing,Single Family Residential,15121 SW 154th Ave,Tigard,OR,97224,939900,4,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",4811,6098,2016,1,195,163,Active,http://www.redfin.com/OR/Tigard/15121-SW-154th-Ave-97224/home/112840714,RMLS,21094808,45.4104219,-122.8363112
MLS Listing,Townhouse,4882 NW Olivares Ter,Portland,OR,97229,450000,2,2.5,ARBOR PARC/BETHANY,1559,1742,2009,2,289,240,Active,http://www.redfin.com/OR/Portland/4882-NW-Olivares-Ter-97229/home/25814359,RMLS,21020607,45.555206,-122.842724
MLS Listing,Single Family Residential,7732 NW Kaiser Rd,Portland,OR,97229,625382,4,2.5,NW Washington Co or Sauvie Island,1642,3049,2019,2,381,94,Active,http://www.redfin.com/OR/Portland/7732-NW-Kaiser-Rd-97229/home/170143640,RMLS,21385968,45.575878,-122.836331
MLS Listing,Townhouse,16104 NW Fescue Ct,Portland,OR,97229,399950,3,2.5,BETHANY,1480,1742,2000,2,270,249,Active,http://www.redfin.com/OR/Portland/16104-NW-Fescue-Ct-97229/home/25862678,RMLS,21629739,45.5645033,-122.8421109
MLS Listing,Single Family Residential,10719 NW Harding Ct,Portland,OR,97229,789000,4,3,CRNL-McDaniel Woods,2937,6098,1994,3,269,14,Active,http://www.redfin.com/OR/Portland/10719-NW-Harding-Ct-97229/home/26726071,RMLS,21052010,45.5402068,-122.7872254
MLS Listing,Single Family Residential,10177 NW Barnhart Ln,Portland,OR,97229,875000,4,3,NW Washington Co or Sauvie Island,3022,4791,2017,3,290,105,Active,http://www.redfin.com/OR/Portland/10177-NW-Barnhart-Ln-97229/home/143504584,RMLS,21012433,45.531931,-122.781846
MLS Listing,Single Family Residential,4622 NW Huserik Dr,Portland,OR,97229,496000,2,2.5,NW Washington Co or Sauvie Island,1647,4791,1997,3,301,272,Active,http://www.redfin.com/OR/Portland/4622-NW-Huserik-Dr-97229/home/25734227,RMLS,21348356,45.5532478,-122.8304793
MLS Listing,Single Family Residential,17500 SE Reserve Loop,Milwaukie,OR,97267,399900,3,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1559,871,2005,3,257,190,Active,http://www.redfin.com/OR/Milwaukie/17500-SE-Reserve-Loop-97267/home/25981345,RMLS,21193671,45.3967937,-122.6124365
MLS Listing,Townhouse,16115 NW Fescue Ct,Portland,OR,97229,449000,4,3,Springville Townhomes,1832,871,2000,3,245,253,Active,http://www.redfin.com/OR/Portland/16115-NW-Fescue-Ct-97229/home/26704872,RMLS,21079718,45.565018,-122.842468
MLS Listing,Townhouse,15590 NW Brugger Rd,Portland,OR,97229,485000,3,2.5,NORTH BETHANY,1625,1306,2018,3,298,130,Active,http://www.redfin.com/OR/Portland/15590-NW-Brugger-Rd-97229/home/144694014,RMLS,21075235,45.5690577,-122.8376154
MLS Listing,Single Family Residential,42 Oriole Ln,Lake Oswego,OR,97035,556000,3,2,"Portland West, Raleigh Hills",1281,3920,1984,4,434,88,Active,http://www.redfin.com/OR/Lake-Oswego/42-Oriole-Ln-97035/home/26592518,RMLS,21500280,45.4396238,-122.7082182
MLS Listing,Townhouse,15048 NW Sumida Ln,Portland,OR,97229,498900,2,2.5,BETHANY,1894,3484,1998,4,263,271,Active,http://www.redfin.com/OR/Portland/15048-NW-Sumida-Ln-97229/home/26702952,RMLS,21181771,45.5549401,-122.8315309
MLS Listing,Single Family Residential,2360 NE 148th Pl,Portland,OR,97230,475000,3,2,SUMMERPLACE,1581,6098,1988,4,300,27,Active,http://www.redfin.com/OR/Portland/2360-NE-148th-Pl-97230/home/26521888,RMLS,21313627,45.5400565,-122.5093908
MLS Listing,Single Family Residential,14930 SW Brooklet Pl,Portland,OR,97224,1640000,5,4.5,"Tigard, Tualatin, Sherwood, Wilsonville",6201,19602,2003,6,264,21,Active,http://www.redfin.com/OR/Tigard/14930-SW-Brooklet-Pl-97224/home/26638569,RMLS,21241238,45.411943,-122.836749
MLS Listing,Townhouse,16012 NW Hosmer Ln,Portland,OR,97229,399990,2,2,NW Washington Co or Sauvie Island,1391,1742,2021,8,288,250,Active,http://www.redfin.com/OR/PORTLAND/16012-NW-HOSMER-LN-97229/home/175215647,RMLS,21682127,45.571794,-122.842151
MLS Listing,Townhouse,11805 SE Pine St,Portland,OR,97216,435000,3,2.5,Portland Southeast,1650,2178,2005,8,264,190,Active,http://www.redfin.com/OR/Portland/11805-SE-Pine-St-97216/home/26594471,RMLS,21018481,45.5205957,-122.541551
MLS Listing,Single Family Residential,2922 NW 110th Ter,Portland,OR,97229,769950,4,2.5,NW Washington Co or Sauvie Island,2784,6969,2009,8,277,17,Active,http://www.redfin.com/OR/Portland/2922-NW-110th-Ter-97229/home/25846424,RMLS,21319519,45.5408913,-122.7893165
MLS Listing,Single Family Residential,7518 NW Lauren Ave,Portland,OR,97229,625000,4,2.5,RIDGELINE AT BETHANY,1642,2613,2021,8,381,79,Active,http://www.redfin.com/OR/PORTLAND/7518-NW-LAUREN-AVE-97229/home/170144944,RMLS,21039816,45.574063,-122.834665
MLS Listing,Townhouse,14944 NW Orchid St,Portland,OR,97229,389888,2,2.5,NORTH BETHANY,1371,871,2017,9,284,270,Active,http://www.redfin.com/OR/Portland/14944-NW-Orchid-St-97229/home/112841410,RMLS,21602419,45.5717728,-122.8306927
MLS Listing,Single Family Residential,16380 SW Hazeltine Ln,Tigard,OR,97224,679900,4,3,BULL MOUNTAIN,2670,5227,2007,9,255,140,Active,http://www.redfin.com/OR/Tigard/16380-SW-Hazeltine-Ln-97224/home/25790246,RMLS,21498905,45.4114184,-122.8456887
MLS Listing,Single Family Residential,15763 SW Huntwood Pl,Portland,OR,97224,638900,4,3,"Tigard, Tualatin, Sherwood, Wilsonville",2730,5662,2005,9,234,33,Active,http://www.redfin.com/OR/Portland/15763-SW-Huntwood-Ct-97224/home/26723249,RMLS,21305815,45.405778,-122.830912
MLS Listing,Townhouse,3826 N Juneau St,Portland,OR,97217,349900,3,1,Portland North,978,3484,1971,9,358,119,Active,http://www.redfin.com/OR/Portland/3826-N-Juneau-St-97217/home/26485411,RMLS,21470243,45.5902857,-122.7065719
MLS Listing,Single Family Residential,2317 NE 158th Ave,Portland,OR,97230,460000,2,2,Portland Northeast,1372,4791,1989,9,335,27,Active,http://www.redfin.com/OR/Portland/2317-NE-158th-Ave-97230/home/25841560,RMLS,21656044,45.5399123,-122.500755
MLS Listing,Single Family Residential,11409 SW Woodlee Heights Ct,Portland,OR,97219,699900,4,3.5,ARNOLD CREEK,3004,8712,1987,9,233,5,Active,http://www.redfin.com/OR/Portland/11409-SW-Woodlee-Heights-Ct-97219/home/26667726,RMLS,21616687,45.4428647,-122.7005511
MLS Listing,Single Family Residential,14327 SE Crystal Springs Blvd,Portland,OR,97236,549900,5,3,CLATSOP BUTTE,2441,7405,1981,9,225,6,Active,http://www.redfin.com/OR/Portland/14327-SE-Crystal-Springs-Blvd-97236/home/26478865,RMLS,21679924,45.4641023,-122.5157717
MLS Listing,Single Family Residential,7636 SE 140th Dr,Portland,OR,97236,579900,3,2.5,Eastridge / Pleasant Valley,2407,6534,1994,9,241,15,Active,http://www.redfin.com/OR/Portland/7636-SE-140th-Dr-97236/home/26489397,RMLS,21660048,45.4674421,-122.5188651
MLS Listing,Single Family Residential,7716 NW Kaiser Rd,Portland,OR,97229,669385,4,2.5,Lot 19,1837,3049,2019,10,364,93,Active,http://www.redfin.com/OR/Portland/7716-NW-Kaiser-Rd-97229/home/170143638,RMLS,21276783,45.575701,-122.836337
MLS Listing,Townhouse,2645 NE 6th Pl,Portland,OR,97212,449900,2,2.5,Portland Northeast,1247,1742,1999,10,361,214,Active,http://www.redfin.com/OR/Portland/2645-NE-6th-Pl-97212/home/26552755,RMLS,21684245,45.541806,-122.659955
MLS Listing,Single Family Residential,1710 NE 150th Ave,Portland,OR,97230,465000,2,2,SUMMERPLACE,1749,5227,1993,11,266,27,Active,http://www.redfin.com/OR/Portland/1710-NE-150th-Ave-97230/home/26486551,RMLS,21263577,45.5354447,-122.5066593
MLS Listing,Townhouse,28 NE 134th Pl,Portland,OR,97230,424900,4,3,HARTS CROSSING,1632,2178,2021,11,260,148,Active,http://www.redfin.com/OR/Portland/28-NE-134th-Pl-97230/home/171721090,RMLS,21643824,45.522696,-122.524361
MLS Listing,Townhouse,16185 NW Fescue Ct,Portland,OR,97229,439900,3,2.5,SPRINGVILLE MEADOWS,1832,871,2001,11,240,252,Active,http://www.redfin.com/OR/Portland/16185-NW-Fescue-Ct-97229/home/26561023,RMLS,21217643,45.564607,-122.8433499
MLS Listing,Single Family Residential,4920 SW Windsor Ct,Portland,OR,97221,1059000,5,3,Wilcox Estates,3841,13939,1959,12,276,33,Active,http://www.redfin.com/OR/Portland/4920-SW-Windsor-Ct-97221/home/26429743,RMLS,21202365,45.4946439,-122.7276616
MLS Listing,Townhouse,1423 SE Harney St,Portland,OR,97202,475000,2,2.5,SELLWOOD,1220,871,2005,12,389,220,Active,http://www.redfin.com/OR/Portland/1423-SE-Harney-St-97202/home/26575448,RMLS,21437069,45.462335,-122.6516146
MLS Listing,Single Family Residential,3775 NW Hilton Head Ter,Portland,OR,97229,799000,4,2.5,WILLOW CREEK HEIGHTS,2942,8712,2001,15,272,33,Active,http://www.redfin.com/OR/Portland/3775-NW-Hilton-Head-Ter-97229/home/26717336,RMLS,21388819,45.546644,-122.8156584
MLS Listing,Single Family Residential,230 N Lotus Isle Dr,Portland,OR,97217,849000,5,4,Portland North,3530,10018,1989,15,241,220,Active,http://www.redfin.com/OR/Portland/230-N-Lotus-Isle-Dr-97217/home/25852365,RMLS,21260583,45.6053251,-122.6689664
MLS Listing,Single Family Residential,2037 NW Woodrose Dr,Portland,OR,97229,1295000,4,3.5,NW Washington Co or Sauvie Island,4385,10454,2002,15,295,25,Active,http://www.redfin.com/OR/Portland/2037-NW-Woodrose-Dr-97229/home/26650453,RMLS,21338426,45.5343778,-122.8062783
MLS Listing,Single Family Residential,1522 NW Benfield Dr,Portland,OR,97229,1198000,6,3.5,"Portland West, Raleigh Hills",4863,8276,1994,15,246,70,Active,http://www.redfin.com/OR/Portland/1522-NW-Benfield-Dr-97229/home/26577193,RMLS,21054083,45.534053,-122.7724725
MLS Listing,Single Family Residential,12340 NW Mcdaniel Rd #2,Portland,OR,97229,400000,3,1.5,CEDAR MILLS- Thunder Ridge,1492,871,1977,15,268,175,Active,http://www.redfin.com/OR/Portland/12340-NW-McDaniel-Rd-97229/unit-2/home/26721049,RMLS,21299362,45.5390891,-122.8044921
MLS Listing,Single Family Residential,6371 SE Cavalier Way,Milwaukie,OR,97267,510000,3,3,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1992,8712,1978,15,256,6,Active,http://www.redfin.com/OR/Milwaukie/6371-SE-Cavalier-Way-97267/home/26033443,RMLS,21370785,45.4216257,-122.5979894
MLS Listing,Single Family Residential,2541 NW 141st Pl,Portland,OR,97229,849000,3,2.5,Lakeshore Estates,2498,13068,1991,15,340,75,Active,http://www.redfin.com/OR/Portland/2541-NW-141st-Pl-97229/home/26681288,RMLS,21393558,45.5383036,-122.8224415
MLS Listing,Single Family Residential,16393 NW Canton St,Portland,OR,97229,679000,5,3,ARBOR OAKS/NORTH BETHANY,2266,3484,2013,16,300,133,Active,http://www.redfin.com/OR/Portland/16393-NW-Canton-St-97229/home/45459659,RMLS,21595645,45.5653811,-122.845396
MLS Listing,Single Family Residential,15442 SE Clark St,Happy Valley,OR,97086,825000,5,3,Pioneer Highlands,3181,5662,2018,16,259,65,Active,http://www.redfin.com/OR/Happy-Valley/15442-SE-Clark-St-97086/home/113922454,RMLS,21401739,45.451071,-122.504298
MLS Listing,Single Family Residential,1089 SW Summit View Dr,Portland,OR,97225,1395000,4,3.5,SUMMIT VIEW/CATLIN CREST,4672,8276,1987,16,299,100,Active,http://www.redfin.com/OR/Portland/1089-SW-Summit-View-Dr-97225/home/25842458,RMLS,21233957,45.5117591,-122.7531177
MLS Listing,Single Family Residential,12995 NW Greenwood Dr,Portland,OR,97229,875000,4,2.5,Bethany / Arbor Heights East,3209,5227,2013,16,273,74,Active,http://www.redfin.com/OR/Portland/12995-NW-Greenwood-Dr-97229/home/49792259,RMLS,21014266,45.5605404,-122.8103581
MLS Listing,Single Family Residential,15337 NW Decatur Way,Portland,OR,97229,640000,5,3,NW Washington Co or Sauvie Island,2108,5227,1997,16,304,8,Active,http://www.redfin.com/OR/Portland/15337-NW-Decatur-Way-97229/home/26664329,RMLS,21419644,45.5576575,-122.8356371
MLS Listing,Single Family Residential,10049 NW Priscilla Ct,Portland,OR,97229,950000,5,3.5,Cedar Mill Woods,4061,13068,1996,17,234,23,Active,http://www.redfin.com/OR/Portland/10049-NW-Priscilla-Ct-97229/home/26611528,RMLS,21153628,45.5300069,-122.7806974
